id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8491886-B2,Viruses for the treatment of cellular proliferative disorders ,Oncolytics Biotech Inc.,"Matthew C. Coffey, Bradley G. Thompson",11/12/1999,11/16/2011,7/23/2013,7/23/2013,https://patents.google.com/patent/US8491886B2/en,https://patentimages.storage.googleapis.com/59/e2/0f/aee30ad79d9e7e/US08491886-20130723-D00001.png
US-9884053-B2,β- and γ-diketones and γ-hydroxyketones as WNT/β-catenin signaling pathway activators ,"Samumed, Llc","Sunil Kumar KC, David Mark Wallace, John Hood, Charlene F. Barroga",8/18/2010,11/11/2016,2/6/2018,2/6/2018,https://patents.google.com/patent/US9884053B2/en,
US-10244406-B2,Wireless sensor information monitoring ,Lonza Ltd.,"Rex Polley, Michael Goetter",3/7/2017,3/7/2017,3/26/2019,3/26/2019,https://patents.google.com/patent/US10244406B2/en,https://patentimages.storage.googleapis.com/8a/c3/32/8a78e79e723d30/US10244406-20190326-D00000.png
US-8945531-B2,Recombinant herpes virus and pharmaceutical composition containing the same ,The University Of Tokyo,"Tomoki Todo, Hiroshi Fukuhara",2/19/2010,2/19/2010,2/3/2015,2/3/2015,https://patents.google.com/patent/US8945531B2/en,https://patentimages.storage.googleapis.com/48/ef/7f/e7520de2b50b00/US08945531-20150203-D00001.png
US-10071126-B2,Conditionally replicating adenovirus to express REIC gene ,"National University Corporation Okayama University, Momotaro-Gene Inc., Industry-University Cooperation Foundation Hanyang University","Hiromi Kumon, Yasutomo Nasu, Masami Watanabe, Chae Ok Yun",5/28/2014,5/26/2015,9/11/2018,9/11/2018,https://patents.google.com/patent/US10071126B2/en,https://patentimages.storage.googleapis.com/80/ac/72/4da073f4e3878b/US10071126-20180911-D00001.png
US-9850500-B2,Recombinant adenoviruses capable of regulating angiogenesis ,"Chae-Ok Yun, Joo-Hang Kim, Jin Soo Kim, Hyun Chul Shin, Yoon A Kang","Chae-Ok Yun, Joo-Hang Kim, Jin Soo Kim, Hyun Chul Shin, Yoon A Kang",1/27/2006,5/30/2006,12/26/2017,12/26/2017,https://patents.google.com/patent/US9850500B2/en,https://patentimages.storage.googleapis.com/74/fc/05/50a0f6e2e32cd5/US09850500-20171226-D00001.png
US-8568709-B2,Thymidylate kinase fusions and uses thereof ,University Health Network,"Jeffrey A. Medin, Sean Devine",3/20/2008,3/20/2009,10/29/2013,10/29/2013,https://patents.google.com/patent/US8568709B2/en,https://patentimages.storage.googleapis.com/84/f0/f2/80db081f0b940c/US08568709-20131029-D00001.png
US-8334298-B2,Treatment or prevention of ovarian hyperstimulation syndrome (OHSS) using a dopamine agonist ,Ferring International Center S.A.,"Antonio Pellicer-Martinez, Joan-Carles Arce, Carlos Simon-Valles, Raul Gomez-Gallego",4/29/2005,4/24/2006,12/18/2012,12/18/2012,https://patents.google.com/patent/US8334298B2/en,https://patentimages.storage.googleapis.com/0e/c6/8c/1683d9a2433a69/US08334298-20121218-D00001.png
US-9969998-B2,"Compositions of adenosine deaminase-2 (ADA2), variants thereof and methods of using same ","Halozyme, Inc.","Christopher D. Thanos, Lin Wang, H. Michael Shepard",10/14/2014,4/8/2016,5/15/2018,5/15/2018,https://patents.google.com/patent/US9969998B2/en,https://patentimages.storage.googleapis.com/26/8f/77/dad62e5d767001/US09969998-20180515-D00001.png
US-9795604-B2,Methods of treating and preventing graft versus host disease ,Pharmacyclics Llc,"John C. Byrd, Jason A. Dubovsky, Natarajan Muthusamy, Amy Jo Johnson, David Miklos",10/25/2013,10/24/2014,10/24/2017,10/24/2017,https://patents.google.com/patent/US9795604B2/en,https://patentimages.storage.googleapis.com/c3/3f/7b/ab92e699012667/US09795604-20171024-D00001.png
US-7329422-B2,Pharmaceutical compositions ,Kam Man Hui,Kam Man Hui,6/12/2002,6/12/2003,2/12/2008,2/12/2008,https://patents.google.com/patent/US7329422B2/en,https://patentimages.storage.googleapis.com/US7329422B2/US07329422-20080212-D00001.png
US-10328147-B2,Herpes simplex virus type-1(HSV-1) vaccine strain VC2 generating an anti-EHV-1 immune response ,Board Of Supervisors Of Louisiana State University And Agricultural And Mechanical College,Konstantin G. Kousoulas,3/24/2017,3/22/2018,6/25/2019,6/25/2019,https://patents.google.com/patent/US10328147B2/en,https://patentimages.storage.googleapis.com/2d/6b/ca/9208f649ea8ebb/US10328147-20190625-D00001.png
US-8158645-B2,"Compound, corresponding compositions, preparation and/or treatment methods ",Glaxosmithkline Llc,"Philip C. Dell'Orco, Ann Marie Diederich, Qiaogong Su, Jeffery Lee Wood",11/12/2003,4/30/2010,4/17/2012,4/17/2012,https://patents.google.com/patent/US8158645B2/en,https://patentimages.storage.googleapis.com/a2/9b/3c/631dd0668cc8ec/US08158645-20120417-D00001.png
US-9018138-B2,Compositions and methods for generating and screening adenoviral libraries ,The Johns Hopkins University,"Shawn E. Lupold, Ronald Rodriguez, Wasim H. Chowdhury, Tarana A. Kudrolli",8/16/2007,8/18/2008,4/28/2015,4/28/2015,https://patents.google.com/patent/US9018138B2/en,https://patentimages.storage.googleapis.com/f2/74/c3/835b091edb12be/US09018138-20150428-D00000.png
US-6924308-B1,Therapeutic process for inhibiting NF-κB ,Howard L. Elford,Howard L. Elford,7/30/1997,7/28/1998,8/2/2005,8/2/2005,https://patents.google.com/patent/US6924308B1/en,
US-10058574-B2,Compositions comprising bacterial strains ,4D Pharma Research Limited,"George Grant, Angela Margaret PATTERSON, Imke Mulder, Seanin MCCLUSKEY, Emma RAFTIS",6/15/2015,5/10/2017,8/28/2018,8/28/2018,https://patents.google.com/patent/US10058574B2/en,https://patentimages.storage.googleapis.com/ec/e7/3b/90c1d0051a6ec3/US10058574-20180828-D00001.png
US-5621007-A,Method for regulation of transmembrane chloride conductance ,Bristol-Myers Squibb Company,"Valentin K. Gribkoff, Steven I. Dworetzky, Davis L. Temple",11/3/1993,4/28/1995,4/15/1997,4/15/1997,https://patents.google.com/patent/US5621007A/en,https://patentimages.storage.googleapis.com/9c/53/27/1386f3d26972af/US5621007-drawings-page-2.png
US-10279027-B2,Transgenic Vero-CD4/CCR5 cell line ,International Aids Vaccine Initiative,"Christopher L. Parks, Wayne C. Koff",10/2/2015,4/6/2017,5/7/2019,5/7/2019,https://patents.google.com/patent/US10279027B2/en,https://patentimages.storage.googleapis.com/6a/fe/ef/6b9a6f6dc73fbe/US10279027-20190507-D00001.png
US-7053194-B2,Compositions and methods for p53-mediated repression of gene expression ,Fox Chase Cancer Center,Maureen Murphy,9/30/1999,3/28/2002,5/30/2006,5/30/2006,https://patents.google.com/patent/US7053194B2/en,https://patentimages.storage.googleapis.com/US7053194B2/US07053194-20060530-D00001.png
US-9821080-B2,In vivo methods of monitoring biodistribution ,"Nikolai Vladimirovich Bovin, Stephen Henry, Elena Yurievna Korchagina, Igor Leonidovich Rodionov, Alexander Borisovich Tuzikov","Nikolai Vladimirovich Bovin, Stephen Henry, Elena Yurievna Korchagina, Igor Leonidovich Rodionov, Alexander Borisovich Tuzikov",2/9/2011,2/9/2012,11/21/2017,11/21/2017,https://patents.google.com/patent/US9821080B2/en,https://patentimages.storage.googleapis.com/f0/0e/3b/eede4a11cdddae/US09821080-20171121-D00001.png
US-9745551-B2,"Mesenchymal-like stem cells derived from human embryonic stem cells, methods and uses thereof ","Imstem Biotechnology, Inc.","Xiaofang Wang, Ren-He Xu",7/12/2012,6/27/2013,8/29/2017,8/29/2017,https://patents.google.com/patent/US9745551B2/en,https://patentimages.storage.googleapis.com/04/9f/d5/bc93e564b2a514/US09745551-20170829-D00001.png
US-10287252-B2,"Inhibitors of tryptophan-2,3-dioxygenase or indoleamine-2,3-dioxygenase ",Iomet Pharma Ltd.,"Phillip M. COWLEY, Alan Wise, Susan Davis, Margaret Huggett, Michael KICZUN",11/3/2014,11/2/2015,5/14/2019,5/14/2019,https://patents.google.com/patent/US10287252B2/en,https://patentimages.storage.googleapis.com/c2/17/fc/58e08651a8cba8/US10287252-20190514-D00001.png
US-9890362-B2,"Compositions, methods and uses for inducing viral growth ","Takeda Vaccines, Inc.","Dan T Stinchcomb, Jill A. Livengood, O'Neil Wiggan, Richard Kinney, Jorge Osorio",12/5/2008,9/19/2014,2/13/2018,2/13/2018,https://patents.google.com/patent/US9890362B2/en,https://patentimages.storage.googleapis.com/56/54/0b/70dd2a070ab92e/US09890362-20180213-D00001.png
US-8809299-B2,Combination therapy for the treatment of cancer ,Mcmaster University,"Mickie Bhatia, Eleftherios Sachlos",3/28/2012,3/15/2013,8/19/2014,8/19/2014,https://patents.google.com/patent/US8809299B2/en,https://patentimages.storage.googleapis.com/58/67/c7/23a6bd6e1af3de/US08809299-20140819-D00001.png
US-9889164-B2,Bacteria engineered to treat a disease or disorder ,"Synlogic, Inc.","Dean Falb, Paul F. Miller, Jonathan W. Kotula, Vincent M. Isabella, Suman Machinani, Adam B. Fisher, Yves Millet",12/5/2014,5/13/2016,2/13/2018,2/13/2018,https://patents.google.com/patent/US9889164B2/en,https://patentimages.storage.googleapis.com/4d/4a/5c/b5bf4e06e9b2c9/US09889164-20180213-D00001.png
US-8796440-B2,Promote system for regulatable gene expression in mammalian cells ,"The Brigham And Women's Hospital, Inc.",Feng Yao,8/31/2009,8/20/2010,8/5/2014,8/5/2014,https://patents.google.com/patent/US8796440B2/en,https://patentimages.storage.googleapis.com/5d/fc/f4/a1d00ef29e2ba2/US08796440-20140805-D00001.png
US-10179166-B2,"Ehrlichial invasin for immunization, diagnosis, and cell delivery ",Ohio State Innovation Foundation,"Yasuko Rikihisa, Dipu MOHAN-KUMAR",12/3/2012,11/28/2016,1/15/2019,1/15/2019,https://patents.google.com/patent/US10179166B2/en,https://patentimages.storage.googleapis.com/8e/54/76/2df4b2a099e890/US10179166-20190115-D00001.png
US-8734808-B2,Isolation of a virus related to canine parvovirus-2 from a raccoon ,The Board Of Regents For Oklahoma State University,Sanjay Kapil,10/14/2009,10/14/2010,5/27/2014,5/27/2014,https://patents.google.com/patent/US8734808B2/en,https://patentimages.storage.googleapis.com/30/bd/b7/638b1eeb5e5dca/US08734808-20140527-D00001.png
US-9834545-B2,Modulators of chemokine receptors ,"Chemocentryx, Inc.","Xi Chen, Dean R. DRAGOLI, Junfa FAN, Jaroslaw Kalisiak, Antoni Krasinski, Manmohan Reddy Leleti, Venkat MALI, Jeffrey MCMAHON, Rajinder Singh, Hiroko Tanaka, Ju Yang, Chao Yu, Penglie Zhang",11/19/2015,11/17/2016,12/5/2017,12/5/2017,https://patents.google.com/patent/US9834545B2/en,https://patentimages.storage.googleapis.com/1a/b8/1b/857ecb9f3a3f4e/US09834545-20171205-D00001.png
US-9605074-B2,Multifunctional nanobodies for treating cancer ,The General Hospital Corporation,Khalid Shah,8/30/2012,3/14/2013,3/28/2017,3/28/2017,https://patents.google.com/patent/US9605074B2/en,https://patentimages.storage.googleapis.com/37/2f/a2/460cfb58bb39f2/US09605074-20170328-D00001.png
US-7344711-B2,Use of adenoviruses mutated in the VA genes for cancer treatment ,Oncolytics Biotech Inc.,"Ramon Alemany Bonastre, Manel Maria Piqueras",3/26/2002,3/25/2003,3/18/2008,3/18/2008,https://patents.google.com/patent/US7344711B2/en,https://patentimages.storage.googleapis.com/US7344711B2/US07344711-20080318-D00001.png
US-7910621-B2,Small molecule antagonists of XIAP family proteins ,The Regents Of The University Of Michigan,"Jianyong Chen, Zaneta Nikolovska-Coleska, Dajun Yang, Shaomeng Wang, Haiying Sun, Liang Xu, Zengjian Hu",3/22/2004,3/22/2005,3/22/2011,3/22/2011,https://patents.google.com/patent/US7910621B2/en,https://patentimages.storage.googleapis.com/57/bb/8d/fc2400c8b2273f/US07910621-20110322-D00002.png
US-9962412-B2,Compositions and methods of use ,"Shandong Xinchuang Biotechnology Co., Ltd.",Ming Wei,4/27/2012,4/29/2013,5/8/2018,5/8/2018,https://patents.google.com/patent/US9962412B2/en,https://patentimages.storage.googleapis.com/06/b2/62/1a28a65d74649d/US09962412-20180508-D00001.png
US-6770274-B1,Viral mutant HSV mediated destruction of neoplastic cells ,"The General Hospital Corporation, The President And Fellows Of Harvard College","Robert L. Martuza, Donald M. Coen",9/14/1990,7/11/1994,8/3/2004,8/3/2004,https://patents.google.com/patent/US6770274B1/en,https://patentimages.storage.googleapis.com/94/97/13/58f6ee1805f5ec/US6770274-drawings-page-3.png
US-8450289-B2,Compositions comprising a parvovirus VP1-variant and a parvovirus NS1 protein for induction of cytolysis ,Deutsches Krebsforschungszentrum Stiftung Des Offenlichen Rechts,"Laurent Daeffler, Jurg Nuesch, Jean Rommelaere",7/10/2001,9/30/2009,5/28/2013,5/28/2013,https://patents.google.com/patent/US8450289B2/en,https://patentimages.storage.googleapis.com/f2/2b/8d/a33dcfb52be314/US08450289-20130528-D00001.png
US-9095629-B2,Magnetic nanostructures as theranostic agents ,"Northwestern University, Ann & Robert H. Lurie Children's Hospital of Chicago","Vinayak P. Dravid, Saurabh Sharma, Tadanori Tomita, Kirsten L. Viola, William L. Klein",10/30/2009,11/1/2010,8/4/2015,8/4/2015,https://patents.google.com/patent/US9095629B2/en,https://patentimages.storage.googleapis.com/af/f4/99/47530ce5e1f770/US09095629-20150804-D00001.png
US-7618939-B2,Compositions and methods to prevent cancer with cupredoxins ,The Board Of Trustees Of The University Of Illinois,"Tapas Das Gupta, Ananda Chakrabarty",2/15/2001,9/13/2007,11/17/2009,11/17/2009,https://patents.google.com/patent/US7618939B2/en,https://patentimages.storage.googleapis.com/f2/aa/e2/d76730d071d0ee/US07618939-20091117-D00001.png
US-6919196-B1,Parvovirus NS1 variants ,Deutsches Krabsforschungzentrum Stiftung Des Offentlichen Rechts,"Jürg Nüesch, Jean Rommelaere",8/13/1999,8/11/2000,7/19/2005,7/19/2005,https://patents.google.com/patent/US6919196B1/en,https://patentimages.storage.googleapis.com/08/22/61/ba8a72baab0301/US06919196-20050719-D00001.png
US-9695422-B2,Furin-knockdown bi-functional RNA ,"Gradalis, Inc.","John J. Nemunaitis, Neil Senzer, Phillip B. Maples, Donald Rao",12/23/2009,9/3/2015,7/4/2017,7/4/2017,https://patents.google.com/patent/US9695422B2/en,https://patentimages.storage.googleapis.com/37/96/78/dc0c39fe9b5809/US09695422-20170704-D00001.png
US-9763980-B2,Combined chemical modification of sphingosine-1-phosphate (S1P) and CXCR4 signalling pathways for hematopoietic stem cell (HSC) mobilization and engraftment ,Children's Medical Center Corporation,"Leonard I Zon, Owen J. Tamplin",6/16/2011,6/18/2012,9/19/2017,9/19/2017,https://patents.google.com/patent/US9763980B2/en,https://patentimages.storage.googleapis.com/5e/e7/91/ca9b47644d84ce/US09763980-20170919-D00001.png
US-8445473-B2,Heteroaryl-substituted bicyclic Smac mimetics and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Haiying Sun, Zaneta Nikolovska-Coleska",4/11/2008,4/13/2009,5/21/2013,5/21/2013,https://patents.google.com/patent/US8445473B2/en,https://patentimages.storage.googleapis.com/ce/83/fa/bb88f191e6d0aa/US08445473-20130521-D00001.png
US-10071150-B2,Immunity enhancing therapeutic vaccine for HPV and related diseases ,Mygt Biopharmaceutical Llc,"Tao Bian, Juan Li, Xiao Xiao",1/15/2014,1/15/2015,9/11/2018,9/11/2018,https://patents.google.com/patent/US10071150B2/en,https://patentimages.storage.googleapis.com/73/6a/3a/fd3245cfb5ba51/US10071150-20180911-D00001.png
US-8865745-B2,Pyrazolone derivatives as PDE4 inhibitors ,Takeda Gmbh,"Beate Schmidt, Christian Scheufler, Juergen Volz, Martin Feth, Rolf-Peter Hummel, Armin Hatzelmann, Christof Zitt, Andrea Wohlsen, Degenhard Marx, Hans-Peter Kley, Deborah Ockert, Anke Heuser, Johannes A. M. Christiaans, Geert Jan Sterk, Wiro M. P. B. Menge",5/16/2007,9/14/2012,10/21/2014,10/21/2014,https://patents.google.com/patent/US8865745B2/en,
US-10340031-B2,Systems and methods for identifying cancer treatments from normalized biomarker scores ,Bostongene Corporation,"Alexander Bagaev, Feliks Frenkel, Ravshan Ataullakhanov",6/13/2017,6/12/2018,7/2/2019,7/2/2019,https://patents.google.com/patent/US10340031B2/en,https://patentimages.storage.googleapis.com/ac/b2/56/1ed6f07d783989/US10340031-20190702-D00001.png
US-9056132-B2,Method for therapeutic angiogenesis ,Korea Research Institute Of Bioscience And Biotechnology,"Dong-Soo Im, Cho-Rok Jung, Kyung-Sun Hwang, Jung Hwa Lim",11/11/2005,2/18/2014,6/16/2015,6/16/2015,https://patents.google.com/patent/US9056132B2/en,https://patentimages.storage.googleapis.com/ee/69/c8/529b9a782d37cb/US09056132-20150616-D00001.png
US-10202605-B2,Methods of identifying and treating poor-prognosis cancers ,The Trustees Of Princeton University,"Yibin Kang, Guohong Hu",6/28/2007,2/21/2018,2/12/2019,2/12/2019,https://patents.google.com/patent/US10202605B2/en,https://patentimages.storage.googleapis.com/5e/c2/aa/ab91900c9bac6b/US10202605-20190212-D00001.png
US-10213504-B2,Immunogenic composition for modulating the immune system and methods to treat bacterial infections in a subject ,Alexandre Eduardo Nowill,Alexandre Eduardo Nowill,3/18/2011,2/13/2017,2/26/2019,2/26/2019,https://patents.google.com/patent/US10213504B2/en,https://patentimages.storage.googleapis.com/bf/05/f2/5b6341a19ca5ae/US10213504-20190226-D00001.png
US-9119834-B2,Non-pathogenic serotype 4 fowl adenovirus (fadv-4) and viral vector thereof ,University Of Guelph,"Éva Nagy, Bryan GRIFFIN, Helena Grgic, Davor Ojkic",3/16/2011,3/16/2012,9/1/2015,9/1/2015,https://patents.google.com/patent/US9119834B2/en,https://patentimages.storage.googleapis.com/d9/29/6e/3d1d5994947046/US09119834-20150901-D00001.png
US-9023643-B2,Medicaments and methods for treating mesothelioma ,"Institut Pasteur, Centre National De La Recherche Scientifique","Anne Gauvrit, Frédéric Tangy, Marc Gregoire",10/10/2007,10/10/2008,5/5/2015,5/5/2015,https://patents.google.com/patent/US9023643B2/en,https://patentimages.storage.googleapis.com/8c/ea/68/2c69563e287d86/US09023643-20150505-D00001.png
US-8207311-B2,Ovr115 antibody compositions and methods of use ,"Diadexus, Inc.","Glenn Pilkington, Gilbert-Andre Keller, Wenlu Li, Laura Corral, Iris Simon",5/16/2003,5/17/2004,6/26/2012,6/26/2012,https://patents.google.com/patent/US8207311B2/en,https://patentimages.storage.googleapis.com/fb/31/b6/5f9ddef81f02e4/US08207311-20120626-D00001.png
US-7872116-B2,Identification of cell culture contaminants among Mollicutes species by a PCR based assay ,American Type Culture Collection (Atcc),"Pranvera Ikonomi, Deborah Polayes, Karin Cottrill, Quanyi Li",2/6/2007,2/6/2007,1/18/2011,1/18/2011,https://patents.google.com/patent/US7872116B2/en,https://patentimages.storage.googleapis.com/eb/7b/ea/2440a730ed6470/US07872116-20110118-D00001.png
US-9017729-B2,Method and composition for hyperthermally treating cells ,Gholam A. Peyman,Gholam A. Peyman,2/14/2002,6/23/2014,4/28/2015,4/28/2015,https://patents.google.com/patent/US9017729B2/en,https://patentimages.storage.googleapis.com/ae/12/b0/0e4f41489ef812/US09017729-20150428-D00001.png
US-9145354-B2,Pharmaceutical compounds ,Astex Therapeutics Limited,"Andrew James Woodhead, Christopher Charles Frederick Hamlett, Gilbert Ebai Besong, Gianni Chessari, Maria Grazia Carr, Alessia Millemaggi, David Norton, Susanne Maria Saalau-Bethell, Hendrika Maria Gerarda Willems, Neil Thomas Thompson, Steven Douglas Hiscock",11/1/2011,10/31/2012,9/29/2015,9/29/2015,https://patents.google.com/patent/US9145354B2/en,https://patentimages.storage.googleapis.com/ae/cc/c0/d004f3edf73a6a/US09145354-20150929-D00001.png
US-7267978-B1,Chimeric transcriptional regulatory element compositions and methods for increasing prostate-targeted gene expression ,The Regents Of The University Of California,"Michael F. Carey, Arie S. Belldegrun, Lilly Wu",10/14/1999,10/13/2000,9/11/2007,9/11/2007,https://patents.google.com/patent/US7267978B1/en,https://patentimages.storage.googleapis.com/US7267978B1/US07267978-20070911-D00001.png
US-7557251-B2,Production of gossypol co-crystals ,The Regents Of The University Of Michigan,"Shaomeng Wang, Jianyong Chen, John F. W. Keana, Ming Guo",3/30/2006,3/29/2007,7/7/2009,7/7/2009,https://patents.google.com/patent/US7557251B2/en,
US-8815927-B2,Bivalent diazo bicyclic Smac mimetics and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Haiying Sun",10/23/2009,10/20/2010,8/26/2014,8/26/2014,https://patents.google.com/patent/US8815927B2/en,https://patentimages.storage.googleapis.com/3e/0e/9a/c361702a564aa9/US08815927-20140826-D00001.png
US-10287253-B2,Substituted pyrimidines containing acidic groups as TLR7 modulators ,"Apros Therapeutics, Inc.",Tom Yao-Hsiang Wu,12/5/2016,12/4/2017,5/14/2019,5/14/2019,https://patents.google.com/patent/US10287253B2/en,
US-10336731-B2,"Substituted 1H-indole-2-carboxamide compounds as indoleamine-2,3-dioxygenase inhibitors ","Merck Sharp & Dohme Corp., Iomet Pharma Ltd.","Phillip M. COWLEY, Yongxin Han",9/16/2015,9/12/2016,7/2/2019,7/2/2019,https://patents.google.com/patent/US10336731B2/en,https://patentimages.storage.googleapis.com/ab/d0/de/4f19bdaf9e5434/US10336731-20190702-D00001.png
US-9809581-B2,Inhibitors of CXCR2 ,"Chemocentryx, Inc.","Xi Chen, Dean R. DRAGOLI, Junfa FAN, Jaroslaw Kalisiak, Manmohan Reddy Leleti, Viengkham Malathong, Jeffrey MCMAHON, Hiroko Tanaka, Ju Yang, Chao Yu, Penglie Zhang, Venkat MALI",11/19/2015,11/17/2016,11/7/2017,11/7/2017,https://patents.google.com/patent/US9809581B2/en,https://patentimages.storage.googleapis.com/75/d6/38/7960c1f73795e6/US09809581-20171107-D00001.png
US-8293498-B2,System for generation of viable reovirus from cloned cDNA ,Vanderbilt University,"Terence S. Dermody, Takeshi Kobayashi, James D. Chappell",12/20/2006,12/19/2007,10/23/2012,10/23/2012,https://patents.google.com/patent/US8293498B2/en,https://patentimages.storage.googleapis.com/17/d7/d7/6299ef808534a6/US08293498-20121023-D00001.png
US-9771599-B2,Retroviral transduction using poloxamers ,"Helmholtz Zentrum München-Deutsches Forschungszentrum Für Gesundheit Und Umwelt (Gmbh), Sirion Biotech Gmbh","Natasa Anastasov, Ines Höfig, Christian Thirion",2/29/2012,2/28/2013,9/26/2017,9/26/2017,https://patents.google.com/patent/US9771599B2/en,https://patentimages.storage.googleapis.com/44/16/6f/54d0249a61d52a/US09771599-20170926-D00001.png
US-9903872-B2,"Identification of protein associated with hepatocellular carcinoma, gliobastoma and lung cancer ","Oxford Biotherapeutics, Ltd.",Christian Rohlff,8/29/2006,9/10/2015,2/27/2018,2/27/2018,https://patents.google.com/patent/US9903872B2/en,https://patentimages.storage.googleapis.com/cd/68/e5/6f6c6434ad7af7/US09903872-20180227-D00001.png
US-9664684-B2,Methods of treating cancer using chemovirotherapy ,"Deutsches Krebsforschungszentrum, Ruprecht-Karls-Universitaet Heidelberg, Universitaetsklinikum Heidelberg","Nathalia Giese, Jens Werner, Markus Buechler, Thomas Giese, Laurent Daeffler, Celina Czeipluch, Jean Rommelaere, Zahari Raykov",4/30/2010,4/29/2011,5/30/2017,5/30/2017,https://patents.google.com/patent/US9664684B2/en,https://patentimages.storage.googleapis.com/6c/27/19/875fed6b0f8d24/US09664684-20170530-D00001.png
US-9631013-B2,Therapeutic method for pancreatic cancer ,"Fibrogen, Inc.","Katharina Modelska, Frank Valone, Vincent Picozzi, Wen Shi",1/28/2014,1/9/2015,4/25/2017,4/25/2017,https://patents.google.com/patent/US9631013B2/en,https://patentimages.storage.googleapis.com/d9/95/51/8d2a160b6056e4/US09631013-20170425-D00001.png
US-7807647-B2,Methods and compositions for cancer therapy ,"Pronai Therapeutics, Inc.","Gholamreza Sheikhnejad, Neal Goodwin, David Olson",6/1/2004,9/22/2005,10/5/2010,10/5/2010,https://patents.google.com/patent/US7807647B2/en,https://patentimages.storage.googleapis.com/US7807647B2/US07807647-20101005-D00001.png
US-8715642-B2,Modified viral vector particles ,"Stefan Kochanek, Florian Kreppel","Stefan Kochanek, Florian Kreppel",8/16/2004,6/17/2010,5/6/2014,5/6/2014,https://patents.google.com/patent/US8715642B2/en,https://patentimages.storage.googleapis.com/bb/cb/97/152ac5b8f90812/US08715642-20140506-D00001.png
US-6569426-B2,Tresyl-monomethoxypolyethylene glycol-modified viruses having viral infectivity ,"Genzyme Corporation, Polymasc Pharmaceuticals","Alan E. Smith, Catherine R. O'Riordan, Gillian E. Francis, Vincent Parkes, Christina Delgado",4/3/1997,9/30/1999,5/27/2003,5/27/2003,https://patents.google.com/patent/US6569426B2/en,https://patentimages.storage.googleapis.com/06/88/8b/29026b5faf0753/US6569426-drawings-page-2.png
US-10087217-B2,Adeno-associated virus with site-directed mutagenesis and site-directed modification and preparation method and application thereof ,Peking University,"Demin Zhou, Chuanling Zhang, Sulong Xiao, Tianzhuo Yao, Yongxiang Zheng, Fei Yu, Longlong Si, Lihe Zhang",10/30/2013,10/30/2014,10/2/2018,10/2/2018,https://patents.google.com/patent/US10087217B2/en,https://patentimages.storage.googleapis.com/a1/62/10/e5dec37be0622e/US10087217-20181002-D00001.png
US-8598326-B2,Polynucleotide encoding a fusion polypeptide suitable as cytotoxin ,Deutsches Krebsforschungszentrum Stiftung Des Offentlichen Rechts,"Jurg Nueesch, Jean Rommelaere",4/30/2003,7/1/2009,12/3/2013,12/3/2013,https://patents.google.com/patent/US8598326B2/en,https://patentimages.storage.googleapis.com/29/e5/3f/d3b231455e0d5f/US08598326-20131203-D00001.png
US-5644043-A,"2',3'-dideoxy-2',2'-difluoronucleosides and intermediates ",Eli Lilly And Company,"Larry W. Hertel, Julian S. Kroin",2/16/1988,12/27/1993,7/1/1997,7/1/1997,https://patents.google.com/patent/US5644043A/en,
US-10066215-B2,"Hexon isolated from simian adenovirus serotype 19, hypervariable region thereof and chimeric adenovirus using the same ",Mogam Biotechnology Research Institute,"Kyuhyun Lee, Seongtae Yun, Daekyung Koh, Hong-Kyu Lee, Eui-Cheol Jo",4/14/2010,9/28/2016,9/4/2018,9/4/2018,https://patents.google.com/patent/US10066215B2/en,https://patentimages.storage.googleapis.com/1d/fe/f7/f665c00530ce99/US10066215-20180904-D00001.png
US-9873674-B2,C-Rel inhibitors and uses thereof ,Cornell University,"Hsiou-chi Liou, Mei-Ling Liou, Samedy Ouk",9/21/2012,9/19/2013,1/23/2018,1/23/2018,https://patents.google.com/patent/US9873674B2/en,https://patentimages.storage.googleapis.com/4a/ec/27/d75d8902ee134a/US09873674-20180123-D00001.png
US-10011611-B2,Histone deacetylase inhibitors and methods for use thereof ,Reaction Biology Corp.,"Haiching MA, Yuren Wang",8/14/2015,8/11/2016,7/3/2018,7/3/2018,https://patents.google.com/patent/US10011611B2/en,https://patentimages.storage.googleapis.com/0b/30/aa/bcb655eebe5c46/US10011611-20180703-D00000.png
US-8722875-B2,Means for inhibiting the expression of Orc-1 ,Silence Therapeutics Gmbh,"Manfred Gossen, Ansgar Santel, Jorg Kaufmann",9/23/2008,9/23/2009,5/13/2014,5/13/2014,https://patents.google.com/patent/US8722875B2/en,https://patentimages.storage.googleapis.com/d2/9f/31/daf181362d75ae/US08722875-20140513-D00001.png
US-8287867-B2,Ovr115 antibody compositions and methods of use ,"Diadexus, Inc.",Jackie Papkoff,2/20/2007,2/20/2008,10/16/2012,10/16/2012,https://patents.google.com/patent/US8287867B2/en,https://patentimages.storage.googleapis.com/7a/5e/7f/9f81e53486e45f/US08287867-20121016-D00001.png
